Product ID,Product Name,Category,Sub-category,Brand,Price,Discount (%),Rating,Number of Reviews,Availability Status,Color Options,Sizes Available,Material,Shipping Time,Country of Origin,Date Added,Total Sales
P08170,Casual Shorts,Ethnic,Shorts,Reebok,2070,33,4.0,111,In Stock,"Red, White","7, 8, 9, 10",Denim,6-7 days,Maharashtra,2021-10-01,229770
P08171,Leather Jacket,Topwear,Sports Shoes,FabIndia,3860,34,3.0,24,In Stock,"Pink, Purple","30, 32, 34, 36",Polyester,10 days,Maharashtra,2022-05-06,92640
P08172,Chinos,Footwear,Sweaters,Harley Davidson,2584,40,4.1,680,Out of Stock,"Grey, Black","M, L, XL",Wool,4-5 days,Karnataka,2021-04-15,1757120
P08173,Sneakers,Dresses,Formal Wear,Forever 21,9540,43,3.0,468,In Stock,"Grey, Black","30, 32, 34, 36",Wool,4-5 days,Karnataka,2021-08-04,4464720
P08174,Leather Jacket,Ethnic,Western Wear,Mango,7861,16,4.2,346,Out of Stock,"Grey, Black","M, L, XL",Polyester,1 week,Karnataka,2023-12-01,2719906
P08175,Ethnic Kurta,Ethnic,Western Wear,Van Heusen,8868,19,4.8,700,In Stock,"Pink, Purple","28, 30, 32, 34",Linen,4-5 days,Delhi,2021-10-11,6207600
P08176,Running Shoes,Outerwear,Boots,Levis,3748,27,4.0,170,In Stock,"Pink, Purple","28, 30, 32, 34",Leather,1 week,Maharashtra,2022-05-31,637160
P08177,Sports Shoes,Ethnic,Jeans,Adidas,3946,8,3.1,662,Out of Stock,"Grey, Black","7, 8, 9, 10",Denim,1 week,Gujarat,2021-12-01,2612252
P08178,Floral Top,Bottomwear,Western Wear,FabIndia,7534,12,3.3,984,In Stock,"Pink, Purple","S, M, L, XL",Denim,10 days,Delhi,2020-10-14,7413456
P08179,Sneakers,Bottomwear,Skirts,Zara,4721,20,3.6,540,Out of Stock,"Blue, Black","28, 30, 32, 34",Cotton,4-5 days,Maharashtra,2021-01-26,2549340
P08180,Casual Shorts,Bottomwear,Kurtas,Puma,2669,10,4.3,12,Out of Stock,"Grey, Black","7, 8, 9, 10",Cotton,10 days,Uttar Pradesh,2024-01-13,32028
P08181,Ethnic Kurta,Ethnic,Boots,Van Heusen,1796,43,3.2,874,Out of Stock,"Blue, Black","M, L, XL",Wool,10 days,Uttar Pradesh,2023-02-21,1569704
P08182,Sports Shoes,Topwear,Blouses,FabIndia,3705,14,4.4,123,Out of Stock,"Red, White","28, 30, 32, 34",Cotton,1 week,Karnataka,2020-06-19,455715
P08183,Knee-Length Skirt,Bottomwear,Kurtas,Mango,2555,16,3.4,349,Out of Stock,"Red, White","S, M, L, XL",Silk,4-5 days,Delhi,2020-10-10,891695
P08184,Formal Shirt,Ethnic,Boots,Puma,4220,36,4.5,852,Out of Stock,"Grey, Black","6, 7, 8, 9",Cotton,2-3 days,Maharashtra,2023-11-28,3595440
P08185,Running Shoes,Dresses,Sports Shoes,Vero Moda,6614,14,4.7,21,Out of Stock,"Pink, Purple","S, M, L, XL",Silk,10 days,Tamil Nadu,2022-04-12,138894
P08186,Sneakers,Bottomwear,Blouses,Adidas,5566,30,3.8,423,Out of Stock,"Grey, Black","S, M, L, XL",Silk,2-3 days,Delhi,2022-12-26,2354418
P08187,Floral Top,Bottomwear,Casual Shoes,Clarks,7412,46,4.0,542,Out of Stock,"Pink, Purple","M, L, XL",Denim,10 days,Delhi,2024-08-23,4017304
P08188,Ankle Boots,Dresses,Shirts,Forever 21,509,13,3.9,996,Out of Stock,"Pink, Purple","30, 32, 34, 36",Denim,4-5 days,Maharashtra,2024-12-26,506964
P08189,Leather Jacket,Outerwear,Jackets,Zara,7168,41,3.6,173,In Stock,"Red, White","M, L, XL",Polyester,6-7 days,Maharashtra,2021-05-19,1240064
P08190,Leather Jacket,Bottomwear,Boots,Arrow,1710,27,3.5,210,In Stock,"Green, Yellow","M, L, XL",Polyester,10 days,Tamil Nadu,2020-05-15,359100
P08191,Cotton T-shirt,Topwear,Jackets,Clarks,1127,28,4.5,144,In Stock,"Pink, Purple","28, 30, 32, 34",Polyester,10 days,Maharashtra,2020-01-10,162288
P08192,Woolen Sweater,Footwear,Kurtas,Clarks,1905,12,3.5,195,In Stock,"Blue, Black","30, 32, 34, 36",Polyester,1 week,Tamil Nadu,2020-12-02,371475
P08193,Denim Jacket,Topwear,Jeans,FabIndia,6503,24,3.5,484,In Stock,"Red, White","M, L, XL",Leather,2-3 days,Tamil Nadu,2023-02-06,3147452
P08194,Formal Shirt,Topwear,Boots,Harley Davidson,7123,14,4.9,20,In Stock,"Blue, Black","30, 32, 34, 36",Linen,4-5 days,Delhi,2022-01-19,142460
P08195,Sneakers,Topwear,Skirts,Vero Moda,5032,22,3.7,463,In Stock,"Green, Yellow","6, 7, 8, 9",Leather,1 week,Gujarat,2021-08-16,2329816
P08196,Ethnic Kurta,Footwear,Western Wear,Nike,8191,35,3.4,840,Out of Stock,"Grey, Black","6, 7, 8, 9",Denim,10 days,Uttar Pradesh,2022-03-11,6880440
P08197,Sports Shoes,Footwear,Shorts,Arrow,7619,47,3.6,782,In Stock,"Pink, Purple","30, 32, 34, 36",Silk,6-7 days,Delhi,2021-09-17,5958058
P08198,Woolen Sweater,Ethnic,Casual Shoes,Tommy Hilfiger,6267,23,3.7,351,Out of Stock,"Red, White","S, M, L, XL",Cotton,2-3 days,Gujarat,2021-02-28,2199717
P08199,Polo T-shirt,Dresses,Jeans,Puma,4712,9,5.0,73,Out of Stock,"Blue, Black","S, M, L, XL",Silk,10 days,Delhi,2024-02-29,343976
P08200,Woolen Sweater,Ethnic,Jeans,Forever 21,6686,8,4.7,901,Out of Stock,"Pink, Purple","M, L, XL",Silk,10 days,Gujarat,2020-01-16,6024086
P08201,Woolen Sweater,Dresses,Sweaters,Nike,5193,31,4.7,561,In Stock,"Red, White","7, 8, 9, 10",Cotton,4-5 days,Karnataka,2022-06-09,2913273
P08202,Slim Fit Jeans,Outerwear,Blouses,Mango,2507,25,3.2,426,Out of Stock,"Blue, Black","6, 7, 8, 9",Denim,1 week,Gujarat,2024-02-19,1067982
P08203,Polo T-shirt,Outerwear,Western Wear,Levis,4829,50,3.8,789,Out of Stock,"Red, White","M, L, XL",Denim,4-5 days,Gujarat,2023-05-20,3810081
P08204,Sneakers,Bottomwear,T-shirts,Adidas,5569,37,4.0,672,Out of Stock,"Red, White","28, 30, 32, 34",Wool,1 week,Maharashtra,2024-11-28,3742368
P08205,Polo T-shirt,Ethnic,Casual Shoes,Arrow,5438,42,4.2,156,Out of Stock,"Blue, Black","30, 32, 34, 36",Silk,10 days,Gujarat,2022-04-13,848328
P08206,Floral Top,Bottomwear,Skirts,Puma,3205,25,4.1,78,Out of Stock,"Red, White","30, 32, 34, 36",Wool,10 days,Tamil Nadu,2022-03-26,249990
P08207,Sports Shoes,Dresses,Jackets,Ralph Lauren,9834,20,3.6,139,In Stock,"Grey, Black","S, M, L, XL",Denim,1 week,Uttar Pradesh,2023-02-23,1366926
P08208,Casual Shorts,Ethnic,Skirts,Levis,2388,38,4.6,135,Out of Stock,"Blue, Black","6, 7, 8, 9",Leather,10 days,Uttar Pradesh,2021-03-12,322380
P08209,Knee-Length Skirt,Footwear,Jeans,Puma,3867,21,3.6,778,In Stock,"Green, Yellow","30, 32, 34, 36",Leather,10 days,Tamil Nadu,2021-07-13,3008526
P08210,Ethnic Kurta,Ethnic,Western Wear,Levis,7040,9,3.7,974,In Stock,"Green, Yellow","S, M, L, XL",Denim,1 week,Uttar Pradesh,2020-10-05,6856960
P08211,Denim Jacket,Dresses,T-shirts,Uniqlo,985,6,4.5,911,In Stock,"Green, Yellow","28, 30, 32, 34",Denim,1 week,Karnataka,2020-04-13,897335
P08212,Slim Fit Jeans,Outerwear,Sports Shoes,Clarks,4982,8,3.4,143,Out of Stock,"Red, White","6, 7, 8, 9",Cotton,10 days,Karnataka,2024-07-22,712426
P08213,Formal Shirt,Bottomwear,Formal Wear,Mango,5024,37,3.5,841,In Stock,"Grey, Black","S, M, L, XL",Wool,1 week,Karnataka,2024-07-19,4225184
P08214,Slim Fit Jeans,Footwear,Jeans,H&M,7695,43,3.9,293,Out of Stock,"Blue, Black","6, 7, 8, 9",Cotton,2-3 days,Karnataka,2023-07-16,2254635
P08215,Formal Shirt,Bottomwear,Blouses,Puma,8515,17,3.1,695,Out of Stock,"Grey, Black","28, 30, 32, 34",Polyester,6-7 days,Gujarat,2022-01-26,5917925
P08216,Knee-Length Skirt,Ethnic,Formal Wear,Van Heusen,9682,47,4.8,761,Out of Stock,"Grey, Black","7, 8, 9, 10",Denim,2-3 days,Delhi,2021-01-01,7368002
P08217,Sneakers,Topwear,Sports Shoes,Reebok,5913,44,3.4,655,Out of Stock,"Pink, Purple","7, 8, 9, 10",Leather,10 days,Gujarat,2023-07-29,3873015
P08218,Blazer,Topwear,Sports Shoes,Van Heusen,7535,35,4.1,327,Out of Stock,"Grey, Black","30, 32, 34, 36",Cotton,6-7 days,Gujarat,2021-10-20,2463945
P08219,Polo T-shirt,Topwear,Shirts,H&M,9036,12,3.8,462,Out of Stock,"Red, White","6, 7, 8, 9",Wool,1 week,Karnataka,2024-06-07,4174632
P08220,Casual Shorts,Bottomwear,Kurtas,Forever 21,3728,44,4.1,277,In Stock,"Pink, Purple","7, 8, 9, 10",Wool,4-5 days,Delhi,2022-09-30,1032656
P08221,Formal Shirt,Ethnic,Kurtas,Zara,2219,5,4.5,526,In Stock,"Blue, Black","M, L, XL",Cotton,4-5 days,Delhi,2022-01-06,1167194
P08222,Maxi Dress,Topwear,Sweaters,Nike,2279,11,4.7,144,In Stock,"Pink, Purple","28, 30, 32, 34",Leather,2-3 days,Uttar Pradesh,2022-02-18,328176
P08223,Track Pants,Ethnic,Casual Shoes,Mango,8189,43,4.0,932,Out of Stock,"Pink, Purple","7, 8, 9, 10",Denim,2-3 days,Maharashtra,2024-07-30,7632148
P08224,Casual Shorts,Outerwear,Jeans,Harley Davidson,8705,13,4.0,645,Out of Stock,"Red, White","M, L, XL",Linen,10 days,Karnataka,2023-03-25,5614725
P08225,Ethnic Kurta,Dresses,Formal Wear,Puma,4759,37,4.7,251,Out of Stock,"Blue, Black","S, M, L, XL",Leather,1 week,Delhi,2021-02-15,1194509
P08226,Sports Shoes,Dresses,Western Wear,Arrow,4491,37,3.9,139,Out of Stock,"Red, White","M, L, XL",Leather,2-3 days,Karnataka,2022-03-28,624249
P08227,Ethnic Kurta,Dresses,Western Wear,Uniqlo,4822,10,4.7,366,In Stock,"Red, White","S, M, L, XL",Linen,1 week,Karnataka,2021-06-22,1764852
P08228,Maxi Dress,Ethnic,Jackets,Uniqlo,9017,10,4.1,332,In Stock,"Grey, Black","30, 32, 34, 36",Silk,10 days,Uttar Pradesh,2020-08-29,2993644
P08229,Ankle Boots,Dresses,Boots,Tommy Hilfiger,5282,46,4.9,919,In Stock,"Grey, Black","28, 30, 32, 34",Leather,10 days,Gujarat,2021-02-04,4854158
P08230,Slim Fit Jeans,Topwear,Sweaters,Harley Davidson,566,48,4.7,506,In Stock,"Grey, Black","28, 30, 32, 34",Cotton,10 days,Tamil Nadu,2022-04-04,286396
P08231,Floral Top,Outerwear,Boots,Forever 21,742,37,3.6,946,In Stock,"Blue, Black","28, 30, 32, 34",Denim,1 week,Maharashtra,2023-05-01,701932
P08232,Maxi Dress,Footwear,Formal Wear,Vero Moda,9162,38,3.0,723,In Stock,"Grey, Black","30, 32, 34, 36",Wool,6-7 days,Uttar Pradesh,2021-11-07,6624126
P08233,Polo T-shirt,Ethnic,Sports Shoes,Arrow,9764,29,3.3,681,Out of Stock,"Green, Yellow","30, 32, 34, 36",Leather,4-5 days,Karnataka,2023-07-28,6649284
P08234,Floral Top,Dresses,Blouses,Zara,9323,26,4.3,513,Out of Stock,"Red, White","28, 30, 32, 34",Linen,4-5 days,Tamil Nadu,2020-12-31,4782699
P08235,Chinos,Bottomwear,Casual Shoes,Tommy Hilfiger,778,46,4.3,613,Out of Stock,"Blue, Black","M, L, XL",Silk,1 week,Uttar Pradesh,2023-03-07,476914
P08236,Woolen Sweater,Ethnic,Sports Shoes,Tommy Hilfiger,9543,36,4.6,967,In Stock,"Green, Yellow","6, 7, 8, 9",Silk,10 days,Uttar Pradesh,2023-03-09,9228081
P08237,Leather Jacket,Ethnic,T-shirts,Adidas,7499,14,3.4,437,In Stock,"Grey, Black","M, L, XL",Polyester,6-7 days,Gujarat,2022-10-28,3277063
P08238,Running Shoes,Dresses,Sports Shoes,Zara,3678,27,3.1,167,In Stock,"Green, Yellow","M, L, XL",Wool,1 week,Maharashtra,2021-10-31,614226
P08239,Party Gown,Bottomwear,Kurtas,Puma,2026,18,5.0,602,In Stock,"Grey, Black","30, 32, 34, 36",Leather,6-7 days,Maharashtra,2024-01-09,1219652
P08240,Floral Top,Footwear,Jackets,Zara,5828,28,3.6,813,Out of Stock,"Green, Yellow","S, M, L, XL",Leather,10 days,Delhi,2021-01-19,4738164
P08241,Leather Jacket,Dresses,T-shirts,Reebok,9162,33,4.1,109,Out of Stock,"Pink, Purple","6, 7, 8, 9",Polyester,4-5 days,Delhi,2023-01-04,998658
P08242,Ankle Boots,Dresses,Jeans,Reebok,3526,5,3.5,913,In Stock,"Blue, Black","S, M, L, XL",Wool,4-5 days,Delhi,2023-01-08,3219238
P08243,Sports Shoes,Footwear,Jeans,Vero Moda,2291,46,4.2,611,Out of Stock,"Green, Yellow","M, L, XL",Denim,1 week,Uttar Pradesh,2024-08-19,1399801
P08244,Casual Shorts,Ethnic,Pants,Uniqlo,7048,49,3.4,301,In Stock,"Blue, Black","M, L, XL",Wool,1 week,Gujarat,2020-04-21,2121448
P08245,Leather Jacket,Ethnic,Skirts,Forever 21,9831,49,4.9,666,In Stock,"Grey, Black","28, 30, 32, 34",Cotton,6-7 days,Gujarat,2022-08-18,6547446
P08246,Ethnic Kurta,Topwear,Blouses,Zara,9188,17,3.5,673,Out of Stock,"Pink, Purple","6, 7, 8, 9",Wool,4-5 days,Gujarat,2020-10-08,6183524
P08247,Cotton T-shirt,Topwear,Casual Shoes,Forever 21,9702,10,3.1,208,Out of Stock,"Pink, Purple","28, 30, 32, 34",Denim,1 week,Gujarat,2022-09-03,2018016
P08248,Formal Shirt,Topwear,Shorts,Van Heusen,8184,14,3.7,770,Out of Stock,"Pink, Purple","S, M, L, XL",Wool,6-7 days,Maharashtra,2020-01-10,6301680
P08249,Sports Shoes,Ethnic,Skirts,Ralph Lauren,9896,32,4.2,554,Out of Stock,"Grey, Black","S, M, L, XL",Denim,2-3 days,Uttar Pradesh,2024-01-06,5482384
P08250,Slim Fit Jeans,Topwear,Sweaters,Ralph Lauren,5294,29,4.2,766,Out of Stock,"Grey, Black","S, M, L, XL",Denim,1 week,Gujarat,2024-08-16,4055204
P08251,Knee-Length Skirt,Outerwear,Skirts,Harley Davidson,3608,50,5.0,392,In Stock,"Pink, Purple","6, 7, 8, 9",Denim,4-5 days,Maharashtra,2024-06-17,1414336
P08252,Polo T-shirt,Outerwear,Formal Wear,Forever 21,4554,20,5.0,328,Out of Stock,"Red, White","M, L, XL",Denim,10 days,Karnataka,2021-12-06,1493712
P08253,Slim Fit Jeans,Outerwear,Blouses,Clarks,7017,5,3.6,53,Out of Stock,"Pink, Purple","7, 8, 9, 10",Leather,6-7 days,Tamil Nadu,2020-07-06,371901
P08254,Sports Shoes,Dresses,Western Wear,Arrow,8592,41,3.5,123,In Stock,"Grey, Black","28, 30, 32, 34",Wool,2-3 days,Maharashtra,2020-07-03,1056816
P08255,Maxi Dress,Bottomwear,Sweaters,Arrow,6021,16,3.3,141,Out of Stock,"Grey, Black","7, 8, 9, 10",Linen,2-3 days,Delhi,2024-12-09,848961
P08256,Ankle Boots,Bottomwear,Jackets,Van Heusen,5946,34,4.8,116,In Stock,"Pink, Purple","M, L, XL",Silk,6-7 days,Maharashtra,2023-12-08,689736
P08257,Running Shoes,Ethnic,Kurtas,Forever 21,9977,32,3.5,889,In Stock,"Blue, Black","7, 8, 9, 10",Denim,6-7 days,Maharashtra,2022-06-05,8869553
P08258,Party Gown,Outerwear,Blouses,Van Heusen,1423,16,4.7,551,Out of Stock,"Green, Yellow","7, 8, 9, 10",Cotton,1 week,Uttar Pradesh,2024-03-20,784073
P08259,Running Shoes,Bottomwear,Sports Shoes,Adidas,5091,19,4.0,140,Out of Stock,"Red, White","30, 32, 34, 36",Silk,6-7 days,Gujarat,2021-08-24,712740
P08260,Track Pants,Bottomwear,Jackets,Van Heusen,6825,33,3.8,523,In Stock,"Green, Yellow","30, 32, 34, 36",Wool,4-5 days,Tamil Nadu,2022-04-03,3569475
P08261,Track Pants,Ethnic,Western Wear,H&M,2582,12,4.0,160,Out of Stock,"Pink, Purple","6, 7, 8, 9",Linen,4-5 days,Delhi,2022-10-11,413120
P08262,Ankle Boots,Topwear,Blouses,Uniqlo,1124,10,4.8,807,Out of Stock,"Grey, Black","7, 8, 9, 10",Denim,10 days,Maharashtra,2023-09-13,907068
P08263,Floral Top,Bottomwear,Casual Shoes,Harley Davidson,3898,34,4.4,994,Out of Stock,"Red, White","28, 30, 32, 34",Denim,2-3 days,Gujarat,2023-07-14,3874612
P08264,Ethnic Kurta,Ethnic,Formal Wear,Ralph Lauren,8257,48,4.8,291,Out of Stock,"Blue, Black","7, 8, 9, 10",Cotton,10 days,Tamil Nadu,2024-07-13,2402787
P08265,Sports Shoes,Footwear,T-shirts,Adidas,3404,26,3.9,197,Out of Stock,"Pink, Purple","7, 8, 9, 10",Cotton,6-7 days,Gujarat,2021-07-20,670588
P08266,Chinos,Topwear,Sports Shoes,Puma,3717,9,3.4,617,In Stock,"Red, White","30, 32, 34, 36",Silk,1 week,Delhi,2024-10-14,2293389
P08267,Cotton T-shirt,Dresses,Skirts,Puma,3773,26,4.9,792,Out of Stock,"Pink, Purple","6, 7, 8, 9",Cotton,10 days,Tamil Nadu,2024-05-06,2988216
P08268,Chinos,Outerwear,Formal Wear,Harley Davidson,8469,31,3.9,748,Out of Stock,"Pink, Purple","S, M, L, XL",Cotton,2-3 days,Gujarat,2020-04-27,6334812
P08269,Casual Shorts,Bottomwear,Jackets,Arrow,676,25,4.1,331,In Stock,"Pink, Purple","7, 8, 9, 10",Wool,10 days,Delhi,2024-09-11,223756
P08270,Sports Shoes,Bottomwear,Boots,Reebok,737,40,3.8,323,In Stock,"Grey, Black","S, M, L, XL",Linen,2-3 days,Delhi,2020-08-27,238051
P08271,Cotton T-shirt,Bottomwear,Boots,Zara,6762,32,4.5,260,In Stock,"Blue, Black","M, L, XL",Wool,10 days,Gujarat,2024-05-20,1758120
P08272,Sports Shoes,Dresses,Sweaters,Nike,8842,11,4.7,521,Out of Stock,"Blue, Black","30, 32, 34, 36",Polyester,4-5 days,Tamil Nadu,2023-12-01,4606682
P08273,Running Shoes,Outerwear,Shorts,Arrow,8050,42,3.6,111,Out of Stock,"Red, White","6, 7, 8, 9",Linen,2-3 days,Gujarat,2022-01-02,893550
P08274,Chinos,Dresses,Western Wear,Zara,1017,29,4.0,151,Out of Stock,"Green, Yellow","7, 8, 9, 10",Wool,2-3 days,Uttar Pradesh,2022-01-12,153567
P08275,Blazer,Bottomwear,Formal Wear,FabIndia,4592,30,4.8,354,In Stock,"Green, Yellow","6, 7, 8, 9",Cotton,2-3 days,Uttar Pradesh,2021-09-19,1625568
P08276,Leather Jacket,Ethnic,Sweaters,Tommy Hilfiger,9502,31,3.5,985,Out of Stock,"Blue, Black","6, 7, 8, 9",Wool,6-7 days,Karnataka,2021-05-07,9359470
P08277,Sports Shoes,Topwear,Skirts,Adidas,1051,9,4.8,404,Out of Stock,"Blue, Black","6, 7, 8, 9",Polyester,10 days,Karnataka,2024-08-18,424604
P08278,Denim Jacket,Ethnic,Sports Shoes,Levis,3179,26,3.2,857,In Stock,"Blue, Black","28, 30, 32, 34",Silk,2-3 days,Uttar Pradesh,2020-09-23,2724403
P08279,Blazer,Outerwear,Pants,Mango,4427,28,3.6,84,In Stock,"Red, White","M, L, XL",Silk,1 week,Maharashtra,2021-09-10,371868
P08280,Blazer,Footwear,T-shirts,Vero Moda,2067,36,3.7,447,In Stock,"Green, Yellow","7, 8, 9, 10",Cotton,6-7 days,Maharashtra,2024-03-24,923949
P08281,Sports Shoes,Dresses,Pants,Mango,2084,47,3.2,339,Out of Stock,"Green, Yellow","28, 30, 32, 34",Polyester,1 week,Maharashtra,2023-09-30,706476
P08282,Party Gown,Footwear,Sweaters,Reebok,7813,6,4.2,61,Out of Stock,"Pink, Purple","28, 30, 32, 34",Silk,1 week,Gujarat,2021-11-02,476593
P08283,Chinos,Ethnic,T-shirts,Forever 21,9682,36,4.8,331,In Stock,"Blue, Black","30, 32, 34, 36",Linen,6-7 days,Gujarat,2020-06-19,3204742
P08284,Casual Shorts,Ethnic,Skirts,Vero Moda,1053,32,3.1,10,In Stock,"Green, Yellow","7, 8, 9, 10",Linen,1 week,Tamil Nadu,2021-05-09,10530
P08285,Formal Shirt,Dresses,Western Wear,Clarks,1885,39,3.6,292,Out of Stock,"Red, White","30, 32, 34, 36",Linen,10 days,Uttar Pradesh,2022-04-14,550420
P08286,Cotton T-shirt,Dresses,Shorts,Adidas,9116,13,4.7,851,In Stock,"Grey, Black","M, L, XL",Wool,10 days,Maharashtra,2024-05-04,7757716
P08287,Ankle Boots,Dresses,Kurtas,Reebok,7277,22,4.2,184,Out of Stock,"Grey, Black","28, 30, 32, 34",Silk,10 days,Uttar Pradesh,2021-06-10,1338968
P08288,Track Pants,Bottomwear,Casual Shoes,FabIndia,3005,40,4.7,918,In Stock,"Grey, Black","M, L, XL",Denim,10 days,Tamil Nadu,2021-09-20,2758590
P08289,Party Gown,Dresses,T-shirts,FabIndia,4213,47,4.9,54,In Stock,"Grey, Black","7, 8, 9, 10",Silk,4-5 days,Maharashtra,2024-05-17,227502
P08290,Ethnic Kurta,Outerwear,Western Wear,Nike,1529,48,5.0,463,Out of Stock,"Green, Yellow","7, 8, 9, 10",Linen,6-7 days,Karnataka,2021-02-26,707927
P08291,Running Shoes,Outerwear,Jeans,Levis,9552,24,4.3,456,In Stock,"Blue, Black","30, 32, 34, 36",Linen,2-3 days,Karnataka,2023-02-12,4355712
P08292,Formal Shirt,Ethnic,Kurtas,Nike,9542,49,4.1,91,In Stock,"Red, White","S, M, L, XL",Leather,1 week,Maharashtra,2020-02-27,868322
P08293,Leather Jacket,Dresses,Shirts,Arrow,1718,25,4.0,777,In Stock,"Blue, Black","6, 7, 8, 9",Polyester,6-7 days,Delhi,2022-03-04,1334886
P08294,Chinos,Ethnic,Blouses,Uniqlo,4477,8,4.6,15,Out of Stock,"Red, White","M, L, XL",Leather,6-7 days,Tamil Nadu,2023-09-12,67155
P08295,Ankle Boots,Footwear,Formal Wear,Mango,6652,43,4.0,205,Out of Stock,"Red, White","6, 7, 8, 9",Silk,6-7 days,Gujarat,2021-02-05,1363660
P08296,Floral Top,Outerwear,Kurtas,Levis,1838,10,4.1,655,Out of Stock,"Blue, Black","28, 30, 32, 34",Silk,2-3 days,Delhi,2023-11-12,1203890
P08297,Knee-Length Skirt,Topwear,Jeans,Nike,7845,28,4.0,438,In Stock,"Blue, Black","6, 7, 8, 9",Silk,2-3 days,Delhi,2023-04-16,3436110
P08298,Floral Top,Dresses,Shorts,Uniqlo,2661,11,4.9,570,In Stock,"Red, White","S, M, L, XL",Denim,10 days,Delhi,2020-03-04,1516770
P08299,Sports Shoes,Footwear,Shorts,Forever 21,5933,49,4.6,141,In Stock,"Blue, Black","7, 8, 9, 10",Polyester,2-3 days,Uttar Pradesh,2020-12-22,836553
P08300,Maxi Dress,Outerwear,Formal Wear,Mango,1006,5,3.0,73,Out of Stock,"Grey, Black","28, 30, 32, 34",Leather,2-3 days,Gujarat,2021-12-05,73438
P08301,Leather Jacket,Ethnic,Sports Shoes,Van Heusen,5743,17,3.1,474,Out of Stock,"Red, White","M, L, XL",Wool,1 week,Tamil Nadu,2024-08-31,2722182
P08302,Cotton T-shirt,Footwear,Jackets,Ralph Lauren,5910,24,3.1,293,In Stock,"Red, White","M, L, XL",Cotton,10 days,Karnataka,2022-05-04,1731630
P08303,Denim Jacket,Bottomwear,Casual Shoes,Ralph Lauren,2877,25,4.6,711,In Stock,"Green, Yellow","M, L, XL",Polyester,1 week,Uttar Pradesh,2024-08-15,2045547
P08304,Party Gown,Footwear,Formal Wear,H&M,9468,15,4.6,588,In Stock,"Blue, Black","28, 30, 32, 34",Leather,2-3 days,Delhi,2022-06-28,5567184
P08305,Cotton T-shirt,Ethnic,Kurtas,Harley Davidson,1257,48,3.3,420,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,6-7 days,Karnataka,2021-11-17,527940
P08306,Formal Shirt,Outerwear,T-shirts,FabIndia,5162,36,3.2,110,Out of Stock,"Pink, Purple","30, 32, 34, 36",Denim,1 week,Uttar Pradesh,2022-07-16,567820
P08307,Maxi Dress,Topwear,Casual Shoes,Harley Davidson,9913,38,4.6,901,Out of Stock,"Pink, Purple","30, 32, 34, 36",Silk,10 days,Karnataka,2020-02-23,8931613
P08308,Formal Shirt,Outerwear,Shirts,FabIndia,6443,49,3.3,93,In Stock,"Pink, Purple","M, L, XL",Leather,2-3 days,Uttar Pradesh,2023-02-03,599199
P08309,Polo T-shirt,Dresses,Blouses,Harley Davidson,5246,37,4.1,983,Out of Stock,"Red, White","30, 32, 34, 36",Linen,6-7 days,Gujarat,2023-02-26,5156818
P08310,Slim Fit Jeans,Outerwear,Jeans,Zara,5254,39,3.8,901,In Stock,"Red, White","30, 32, 34, 36",Leather,2-3 days,Karnataka,2024-07-23,4733854
P08311,Sneakers,Ethnic,Blouses,Mango,8033,25,3.7,714,Out of Stock,"Green, Yellow","7, 8, 9, 10",Denim,4-5 days,Karnataka,2024-02-06,5735562
P08312,Blazer,Footwear,Casual Shoes,Reebok,2368,31,4.6,618,Out of Stock,"Grey, Black","7, 8, 9, 10",Leather,4-5 days,Maharashtra,2024-01-16,1463424
P08313,Slim Fit Jeans,Ethnic,Jackets,Puma,7321,50,4.0,420,Out of Stock,"Pink, Purple","S, M, L, XL",Wool,10 days,Maharashtra,2024-01-16,3074820
P08314,Polo T-shirt,Topwear,Shorts,Puma,5883,32,3.6,468,Out of Stock,"Red, White","7, 8, 9, 10",Leather,1 week,Tamil Nadu,2020-06-29,2753244
P08315,Party Gown,Topwear,Shorts,Zara,7400,18,3.5,195,In Stock,"Green, Yellow","28, 30, 32, 34",Linen,6-7 days,Karnataka,2024-06-21,1443000
P08316,Sneakers,Dresses,Western Wear,Reebok,9049,8,3.3,267,In Stock,"Green, Yellow","M, L, XL",Linen,4-5 days,Gujarat,2024-05-23,2416083
P08317,Sneakers,Bottomwear,Formal Wear,H&M,8887,21,4.6,267,Out of Stock,"Pink, Purple","28, 30, 32, 34",Leather,4-5 days,Tamil Nadu,2022-11-27,2372829
P08318,Cotton T-shirt,Footwear,Shirts,Forever 21,6315,28,4.0,599,In Stock,"Grey, Black","S, M, L, XL",Wool,10 days,Gujarat,2020-10-08,3782685
P08319,Floral Top,Ethnic,Western Wear,Levis,9743,36,3.6,352,Out of Stock,"Grey, Black","7, 8, 9, 10",Linen,10 days,Delhi,2024-10-05,3429536
P08320,Running Shoes,Topwear,Sweaters,FabIndia,8909,35,3.9,344,Out of Stock,"Blue, Black","7, 8, 9, 10",Polyester,10 days,Maharashtra,2021-01-16,3064696
P08321,Leather Jacket,Topwear,Skirts,Forever 21,7846,42,3.5,898,In Stock,"Grey, Black","S, M, L, XL",Cotton,1 week,Maharashtra,2020-03-15,7045708
